timestamp,experiment_name,epoch,step,loss,rank,total_ckpt_seconds,enqueue_seconds,flush_barrier_seconds,durable_local_seconds,durable_window_seconds,cleanup_seconds,cleanup_deleted_count,model_gpu2cpu_seconds,model_cpu2disk_seconds,optim_gpu2cpu_seconds,optim_cpu2disk_seconds,model_tensor_elements,optim_tensor_elements,model_logical_bytes,optim_logical_bytes,model_throughput_GBps,optim_throughput_GBps,backward_seconds,step_seconds,host_cache_capacity_bytes,host_cache_used_bytes_t1,host_cache_used_bytes_t2,pending_flush_bytes_t1,pending_flush_bytes_t2,flush_queue_depth_t1,flush_queue_depth_t2,process_rss_bytes_t1,process_rss_bytes_t2,process_vmlck_bytes_t1,process_vmlck_bytes_t2
2026-03-03T21:51:50.663349,smoke,1,10,8.625,0,3.852337598800659,3.8506393432617188,0.0016977787017822266,0.0,0.0,0.0,0,0.48876500129699707,0.002627849578857422,3.3571550846099854,0.00017905235290527344,559214592,1677643776,1118429184,6710575104,0.29032481066773547,1.7419488640064127,0.061872243881225586,2.9087066650390625e-05,34359738368,0,0,0,0,0,0,44212690944,44212690944,0,0
2026-03-03T21:52:31.183618,smoke,1,20,6.375,0,4.386265993118286,4.384365797042847,0.0018994808197021484,0.0,0.0,6.151199340820312e-05,0,0.4853496551513672,0.00018668174743652344,3.8952369689941406,0.00018715858459472656,559214592,1677643776,1118429184,6710575104,0.2549843501864067,1.52990610111844,0.061870574951171875,0.011375904083251953,34359738368,0,0,0,0,0,0,45129564160,45129564160,0,0
